0,1
1,0
2,1
3,1
4,1
5,1
6,1
7,0
8,1
9,0
10,1
11,1
12,1
13,0
14,1
15,1
16,1
17,0
18,0
19,1
20,0
21,1
22,0
23,0
24,0
25,1
26,1
27,1
28,0
29,1
30,0
31,0
32,0
33,1
34,0
35,1
36,0
37,1
38,1
39,1
40,0
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,0
49,1
50,1
51,1
52,0
53,0
54,0
55,1
56,1
57,0
58,1
59,1
60,1
61,1
62,0
63,0
64,0
65,0
66,0
67,1
68,1
69,0
70,1
71,1
72,1
73,0
74,1
75,0
76,0
77,0
78,0
79,1
80,1
81,1
82,0
83,0
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,0
96,1
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,0
108,0
109,1
110,1
111,1
112,0
113,1
114,1
115,1
116,1
117,1
118,0
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,0
129,0
130,1
131,1
132,1
133,1
134,1
135,0
136,0
137,1
138,0
139,0
140,0
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,0
149,1
150,0
151,1
152,0
153,0
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,0
162,0
163,1
164,1
165,1
166,0
167,1
168,0
169,1
170,1
171,1
172,0
173,1
174,0
175,1
176,1
177,0
178,1
179,0
180,0
181,0
182,1
183,0
184,1
185,1
186,0
187,1
188,1
189,1
190,1
191,0
192,0
193,1
194,1
195,0
196,1
197,1
198,1
199,0
200,1
201,1
202,0
203,1
204,1
205,1
206,1
207,1
208,1
209,0
210,0
211,0
212,1
213,1
214,1
215,1
216,0
217,1
218,0
219,1
220,0
221,1
222,1
223,1
224,1
225,0
226,0
227,1
228,1
229,1
230,1
231,1
232,1
233,1
234,1
235,1
236,0
237,1
238,1
239,1
240,1
241,0
242,1
243,1
244,1
245,0
246,1
247,1
248,1
249,1
250,0
251,0
252,1
253,1
254,0
255,1
256,0
257,0
258,0
259,0
260,1
261,1
262,0
263,1
264,1
265,1
266,1
267,1
268,0
269,1
270,1
271,1
272,1
273,1
274,1
275,1
276,1
277,1
278,1
279,1
280,0
281,1
282,1
283,1
284,0
285,1
286,0
287,1
288,1
289,1
290,1
291,0
292,1
293,0
294,1
295,1
296,1
297,1
298,0
299,0
300,0
301,1
302,1
303,1
304,1
305,0
306,1
307,0
308,0
309,1
310,1
311,1
312,1
313,1
314,0
315,1
316,1
317,1
318,1
319,0
320,1
321,1
322,1
323,1
324,1
325,0
326,1
327,1
328,0
329,1
330,1
331,1
332,1
333,1
334,1
335,1
336,1
337,1
338,0
339,1
340,0
341,0
342,1
343,1
344,1
345,1
346,0
347,1
348,1
349,1
350,1
351,0
352,1
353,0
354,1
355,1
356,1
357,0
358,0
359,1
360,0
361,1
362,1
363,1
364,1
365,0
366,0
367,0
368,1
369,0
370,1
371,1
372,1
373,0
374,1
375,1
376,1
377,1
378,0
379,1
380,1
381,1
382,1
383,1
384,0
385,1
386,1
387,0
388,1
389,1
390,1
391,1
392,1
393,1
394,1
395,1
396,0
397,1
398,1
399,0
400,0
401,0
402,1
403,1
404,0
405,1
406,1
407,1
408,0
409,0
410,0
411,1
412,0
413,1
414,0
415,1
416,0
417,0
418,1
419,1
420,1
421,0
422,1
423,0
424,1
425,1
426,0
427,1
428,1
429,1
430,1
431,0
432,1
433,1
434,1
435,1
436,1
437,1
438,0
439,1
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,0
448,0
449,0
450,0
451,1
452,0
453,1
454,1
455,1
456,1
457,0
458,1
459,0
460,1
461,1
462,1
463,1
464,0
465,1
466,0
467,1
468,1
469,0
470,1
471,0
472,1
473,1
474,1
475,1
476,1
477,0
478,1
479,0
480,1
481,1
482,1
483,1
484,1
485,1
486,0
487,0
488,1
489,0
490,1
491,1
492,1
493,1
494,0
495,1
496,1
497,1
498,1
499,0
500,1
501,1
502,1
503,0
504,1
505,1
506,1
507,0
508,1
509,1
510,0
511,1
512,1
513,0
514,0
515,1
516,1
517,0
518,0
519,0
520,1
521,1
522,1
523,1
524,0
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,0
533,0
534,1
535,1
536,1
537,1
538,0
539,1
540,1
541,0
542,1
543,1
544,1
545,1
546,0
547,1
548,0
549,1
550,0
551,1
552,1
553,0
554,0
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,0
565,1
566,1
567,0
568,0
569,0
570,1
571,0
572,1
573,0
574,0
575,1
576,0
577,1
578,1
579,1
580,1
581,0
582,1
583,0
584,0
585,0
586,1
587,1
588,1
589,0
590,1
591,0
592,1
593,1
594,1
595,1
596,0
597,0
598,1
599,1
600,0
601,1
602,1
603,1
604,1
605,0
606,1
607,1
608,1
609,1
610,1
611,1
612,1
613,0
